frame,x,y,visible
184,-1.0,-1.0,0
185,-1.0,-1.0,0
186,-1.0,-1.0,0
187,1306.6870129870113,633.3385281385272,1
188,-1.0,-1.0,0
189,1307.90476190476,634.1229437229429,1
190,-1.0,-1.0,0
191,1311.217316017314,636.921645021644,1
192,-1.0,-1.0,0
193,-1.0,-1.0,0
194,-1.0,-1.0,0
195,-1.0,-1.0,0
196,-1.0,-1.0,0
197,-1.0,-1.0,0
198,-1.0,-1.0,0
199,-1.0,-1.0,0
200,1316.0909090909072,641.1484848484839,1
201,-1.0,-1.0,0
202,1320.5739393939384,644.7445454545453,1
203,-1.0,-1.0,0
204,-1.0,-1.0,0
205,-1.0,-1.0,0
206,-1.0,-1.0,0
207,-1.0,-1.0,0
208,-1.0,-1.0,0
209,-1.0,-1.0,0
210,-1.0,-1.0,0
211,-1.0,-1.0,0
212,-1.0,-1.0,0
213,-1.0,-1.0,0
214,-1.0,-1.0,0
215,-1.0,-1.0,0
216,-1.0,-1.0,0
217,-1.0,-1.0,0
218,-1.0,-1.0,0
219,-1.0,-1.0,0
220,1325.6630303030292,648.7860606060605,1
221,-1.0,-1.0,0
222,1331.3581818181806,653.27303030303,1
223,-1.0,-1.0,0
224,1337.6593939393924,658.2054545454541,1
225,-1.0,-1.0,0
226,-1.0,-1.0,0
227,-1.0,-1.0,0
228,-1.0,-1.0,0
229,-1.0,-1.0,0
230,-1.0,-1.0,0
231,-1.0,-1.0,0
232,-1.0,-1.0,0
233,-1.0,-1.0,0
234,-1.0,-1.0,0
235,-1.0,-1.0,0
236,-1.0,-1.0,0
237,-1.0,-1.0,0
238,-1.0,-1.0,0
239,-1.0,-1.0,0
240,-1.0,-1.0,0
241,-1.0,-1.0,0
242,-1.0,-1.0,0
243,-1.0,-1.0,0
244,-1.0,-1.0,0
245,-1.0,-1.0,0
246,-1.0,-1.0,0
247,-1.0,-1.0,0
248,-1.0,-1.0,0
249,-1.0,-1.0,0
250,-1.0,-1.0,0
251,-1.0,-1.0,0
252,-1.0,-1.0,0
253,-1.0,-1.0,0
254,-1.0,-1.0,0
255,-1.0,-1.0,0
256,-1.0,-1.0,0
257,-1.0,-1.0,0
258,-1.0,-1.0,0
259,-1.0,-1.0,0
260,-1.0,-1.0,0
261,-1.0,-1.0,0
262,-1.0,-1.0,0
263,-1.0,-1.0,0
264,-1.0,-1.0,0
265,-1.0,-1.0,0
266,-1.0,-1.0,0
267,-1.0,-1.0,0
268,-1.0,-1.0,0
269,-1.0,-1.0,0
270,-1.0,-1.0,0
271,-1.0,-1.0,0
272,-1.0,-1.0,0
273,-1.0,-1.0,0
