frame,x,y,visible
212,-1.0,-1.0,0
213,-1.0,-1.0,0
214,-1.0,-1.0,0
215,-1.0,-1.0,0
216,-1.0,-1.0,0
217,-1.0,-1.0,0
218,-1.0,-1.0,0
219,-1.0,-1.0,0
220,-1.0,-1.0,0
221,-1.0,-1.0,0
222,-1.0,-1.0,0
223,-1.0,-1.0,0
224,-1.0,-1.0,0
225,-1.0,-1.0,0
226,-1.0,-1.0,0
227,-1.0,-1.0,0
228,-1.0,-1.0,0
229,-1.0,-1.0,0
230,-1.0,-1.0,0
231,-1.0,-1.0,0
232,-1.0,-1.0,0
233,-1.0,-1.0,0
234,-1.0,-1.0,0
235,-1.0,-1.0,0
236,-1.0,-1.0,0
237,-1.0,-1.0,0
238,-1.0,-1.0,0
239,-1.0,-1.0,0
240,-1.0,-1.0,0
241,-1.0,-1.0,0
242,-1.0,-1.0,0
243,-1.0,-1.0,0
244,-1.0,-1.0,0
245,-1.0,-1.0,0
246,-1.0,-1.0,0
247,-1.0,-1.0,0
248,-1.0,-1.0,0
249,-1.0,-1.0,0
250,-1.0,-1.0,0
251,-1.0,-1.0,0
252,-1.0,-1.0,0
253,-1.0,-1.0,0
254,-1.0,-1.0,0
255,-1.0,-1.0,0
256,-1.0,-1.0,0
257,-1.0,-1.0,0
258,-1.0,-1.0,0
259,-1.0,-1.0,0
260,-1.0,-1.0,0
261,-1.0,-1.0,0
